lat,lng,val
39.56,-88.61,950.48924107
41.98,-89.36,389.18207589
42.03,-89.61,377.897959503
41.91,-89.07,508.397576524
40.75,-89.62,618.737946685
40.67,-89.68,586.243435772
40.01,-88.73,588.111364751
39.74,-90.71,275.315901136
39.81,-90.82,612.450215286
39.62,-90.81,667.191005103
37.20,-89.04,672.411213629
37.90,-89.83,866.467480716
37.98,-89.95,954.400422204
38.09,-90.16,691.00930273
38.19,-89.93,475.029488715
38.00,-89.65,509.523943944
38.70,-88.08,857.606594338
41.43,-91.01,179.329064364
41.47,-90.52,80.747782091
41.52,-90.56,221.831676257
39.86,-89.42,567.713055496
39.63,-89.87,637.693639571
39.89,-89.60,392.66420485
39.84,-89.62,342.847092413
39.84,-89.68,927.076543793
40.13,-90.48,542.520165618
39.63,-90.46,143.890745368
39.59,-89.02,849.32891091
39.35,-88.50,327.228816181
39.45,-88.60,882.988255241
38.52,-89.85,708.764336896
38.32,-89.88,464.017241501
41.09,-89.86,801.690668973
42.30,-89.60,447.359806219
40.55,-89.33,234.331240735
40.60,-89.47,702.708192038
40.14,-87.65,997.541472518
40.10,-87.60,235.251804901
40.47,-87.68,567.654565571
39.98,-87.88,100.1861258
40.94,-90.64,51.980179647
40.94,-90.72,562.070862956
38.34,-89.36,508.595539835
41.90,-90.15,660.327276875
41.80,-89.97,687.437278242
41.80,-89.64,597.091087275
41.50,-88.10,908.711563769
41.39,-87.76,636.682754728
41.64,-88.19,488.553537089
41.60,-88.08,788.459341075
42.19,-89.09,312.202691661
42.41,-88.98,662.440345015
40.62,-89.24,8.81169512072
40.71,-89.26,342.036619477
40.91,-89.03,433.108213429
40.80,-89.19,747.822282828
40.67,-84.93,804.866527392
40.85,-84.93,820.843771112
40.97,-85.21,255.102024728
41.16,-84.85,649.858162573
39.17,-85.92,425.846819012
40.44,-85.29,819.809450645
40.05,-86.57,412.731023104
40.00,-86.35,223.076904702
39.24,-86.23,371.068241034
40.54,-86.52,203.976287301
40.75,-86.39,253.455167792
40.56,-86.34,131.890059474
39.39,-87.04,876.256336595
39.51,-87.12,968.25971315
40.30,-86.51,16.7144575955
38.87,-87.09,741.128537061
38.65,-87.20,150.815670466
39.35,-85.49,903.216933459
41.41,-84.85,421.411609376
41.34,-85.13,525.450489651
40.18,-85.35,913.386933689
41.68,-86.00,378.195427374
41.56,-85.88,89.548869419
41.53,-85.80,222.824189897
39.42,-85.01,645.375590606
41.07,-86.21,163.294655859
40.58,-85.66,792.55965002
39.03,-86.94,854.918070865
39.96,-86.06,869.505944864
39.79,-85.76,98.7382375188
39.73,-86.54,355.181795751
39.89,-85.40,947.658287201
40.46,-86.18,950.572327393
40.46,-86.21,967.903824457
40.86,-85.50,915.047015522
40.79,-87.17,61.6500686361
40.92,-87.18,388.318271534
39.00,-85.60,248.422039971
38.99,-85.59,998.854314482
39.47,-86.04,767.91810609
38.68,-87.46,464.510350102
38.74,-87.49,67.4165982412
41.36,-85.70,432.459083891
41.26,-85.87,670.130375839
41.17,-85.92,657.476310082
41.44,-87.36,708.139436869
41.26,-87.42,948.439875654
41.54,-86.70,792.806286069
41.61,-86.73,150.391449795
41.44,-86.93,665.829470512
38.84,-86.52,885.508450412
38.89,-86.55,130.014028806
40.01,-85.84,516.297169629
39.88,-86.05,260.084148967
39.92,-86.31,994.493726673
39.73,-86.28,931.761995384
41.34,-86.34,982.940929395
38.55,-86.79,873.205423279
38.77,-86.68,465.85012837
40.76,-86.07,765.430498428
39.17,-86.52,543.319435367
40.00,-86.80,4.39335991385
39.40,-86.45,339.616343617
41.09,-87.38,523.181951068
40.92,-87.44,83.4237282712
41.35,-85.30,766.852670938
41.44,-85.26,96.8514746804
38.59,-86.61,999.201759434
38.56,-86.49,652.597119145
39.28,-86.77,824.178644893
39.84,-87.19,796.994928184
39.76,-87.23,415.431202545
38.27,-87.16,217.558908802
41.63,-87.09,750.140982099
37.93,-87.90,880.183093123
40.98,-86.89,414.898351612
41.16,-86.90,73.4312068839
41.03,-86.59,753.07912902
39.50,-87.00,713.569842443
40.25,-85.15,647.129857287
40.26,-85.00,80.4266341292
39.60,-85.45,366.200228183
39.65,-85.68,156.548756584
39.53,-85.79,514.486977795
41.71,-86.32,881.530510877
41.31,-86.63,276.483017049
41.17,-86.76,785.421233551
41.64,-84.99,456.355719023
39.24,-87.39,514.8774026
39.13,-87.64,284.087347763
40.40,-86.88,261.194499331
40.30,-86.90,775.145060156
40.48,-86.99,221.972305959
40.22,-86.11,941.785299755
37.96,-87.58,682.820847336
38.04,-87.52,505.675774269
40.07,-87.51,625.31336781
40.99,-85.78,367.090909277
40.35,-87.53,925.966691871
38.03,-87.27,547.144766017
39.85,-84.88,284.73879556
40.81,-85.15,625.872491934
40.67,-86.95,561.506296066
41.15,-85.49,915.190063698
37.81,-95.45,838.572497186
38.07,-95.37,343.797390723
38.28,-95.22,304.569583197
39.58,-95.11,639.543187889
37.28,-98.55,751.427443523
37.28,-98.92,43.0314410884
38.52,-98.54,147.708675203
38.36,-98.58,633.713087289
39.81,-95.35,434.200926987
39.67,-95.52,946.815194245
37.70,-96.97,827.210495439
38.08,-96.89,348.540481475
38.03,-96.68,539.878491744
37.82,-96.84,322.244827016
38.05,-97.13,435.381914432
37.94,-97.02,229.638629855
38.39,-96.62,840.688204986
38.43,-96.56,717.286659079
37.13,-96.19,64.7111714021
37.18,-94.84,357.040923567
37.19,-99.76,459.222709988
39.37,-97.13,653.398223931
39.56,-97.29,891.435580202
39.55,-97.06,237.085789052
39.56,-97.67,749.199605344
39.55,-97.65,530.251355494
39.36,-97.83,12.9693893668
39.35,-97.45,577.707509453
38.10,-95.88,287.630153287
38.42,-95.85,605.558920113
37.27,-99.33,216.430413908
37.42,-97.05,940.324636648
37.29,-96.94,783.781339203
37.39,-94.70,336.534661977
39.62,-100.42,172.729788725
39.82,-100.53,402.421374106
38.93,-97.21,711.359306727
38.96,-97.01,745.956588036
38.67,-96.95,346.823092404
38.96,-95.25,337.584654642
39.05,-95.39,479.568311157
37.82,-99.55,136.346974988
37.82,-99.08,155.799608929
38.87,-99.32,602.353142079
38.86,-99.34,358.646558651
38.73,-98.22,864.656761441
38.54,-98.16,429.806732711
38.61,-97.96,229.118350426
37.99,-100.81,840.467071573
38.13,-100.51,957.149000935
37.83,-99.65,487.117505994
37.77,-99.97,849.046591673
38.44,-95.08,12.7207140238
38.61,-95.28,595.491175951
38.73,-95.44,388.186391662
39.10,-96.80,319.482801993
39.11,-100.46,413.853135347
39.38,-99.83,351.622889537
37.60,-101.29,748.816406573
37.81,-100.35,64.1922783756
37.59,-100.44,983.952062645
38.66,-101.70,636.560053001
38.47,-101.78,382.473045461
38.14,-96.14,360.789745371
37.16,-98.03,123.973464154
37.08,-97.87,934.390745364
38.14,-97.43,862.476828237
38.03,-97.34,467.720654508
37.44,-100.98,793.037524475
38.20,-99.92,727.36356811
39.46,-95.75,203.786748102
39.25,-95.70,459.285795632
39.12,-95.41,978.97273845
39.30,-95.49,327.216495743
39.66,-98.35,738.650535988
39.67,-98.16,866.206649736
39.79,-98.20,302.555828729
38.97,-94.98,745.843887696
38.95,-94.71,771.319344237
38.77,-94.67,878.639832716
37.94,-101.25,589.787186633
37.64,-98.11,466.074514767
37.46,-97.85,164.073079742
37.50,-98.31,887.041396028
37.43,-98.28,133.415156374
38.60,-100.62,702.838965123
39.34,-95.12,331.535200812
39.18,-98.04,314.790335595
39.21,-98.18,564.786924968
39.03,-98.13,889.590595791
38.19,-95.07,350.192897335
38.14,-94.82,863.673315701
39.11,-100.94,474.705199771
38.96,-101.17,849.194588755
38.43,-96.22,792.772170971
38.48,-97.22,983.452011812
38.36,-97.20,111.978617576
38.17,-97.11,392.281668411
39.87,-96.25,424.226046326
39.90,-96.42,845.52511612
39.68,-96.66,995.45466176
39.84,-96.64,201.307563904
38.27,-97.39,556.145921464
38.19,-97.84,392.133060371
38.59,-97.61,481.189684503
38.38,-97.61,384.261770828
38.29,-97.91,510.212193671
38.50,-94.96,481.192617559
39.46,-98.11,341.605469782
39.51,-98.43,135.435501359
37.24,-95.70,366.557311314
38.68,-96.51,931.937015891
38.80,-96.73,956.25030647
38.63,-96.67,925.524188342
37.01,-101.89,215.267015963
37.26,-101.79,466.309156469
39.83,-96.18,946.356062434
37.67,-95.48,466.008270755
37.58,-95.24,353.763686351
38.45,-99.91,347.140586059
38.65,-99.90,884.391946472
38.64,-100.17,980.901993379
39.67,-99.73,47.8653916511
39.81,-99.94,913.792749366
38.64,-95.80,695.032282224
38.65,-95.57,55.0470541109
39.45,-98.97,538.483291598
39.19,-99.03,694.643978388
39.12,-97.70,13.3124027992
38.20,-99.53,883.548310319
38.19,-99.10,209.300613543
39.67,-99.58,484.975598183
39.75,-99.31,193.701679966
39.50,-96.32,277.26962838
39.53,-96.56,603.824651602
39.21,-96.37,582.878382933
37.65,-98.73,269.437216528
39.80,-101.04,915.741593986
38.09,-97.91,479.447244949
37.93,-98.03,982.867179772
37.79,-98.03,573.474074618
37.81,-98.43,798.812209822
39.82,-97.64,425.039707342
39.78,-97.90,538.645075882
39.69,-97.77,468.560523953
39.80,-97.77,581.238173773
38.21,-98.21,609.721616022
39.20,-96.58,390.444913176
39.55,-96.88,347.951802515
39.25,-96.60,537.726621012
39.24,-99.38,346.671576298
38.59,-99.57,125.736263583
38.87,-98.71,832.579172207
38.97,-98.49,416.989521139
38.80,-97.65,140.967035075
37.72,-97.79,190.544348432
37.52,-97.31,787.398066768
37.87,-97.66,145.815853886
37.65,-97.43,609.516876365
37.66,-97.44,411.329289291
37.02,-100.93,740.058153177
39.07,-95.63,581.834143978
39.35,-100.44,32.5836503844
39.37,-101.45,771.733360422
39.37,-101.69,582.422638073
39.81,-98.56,892.669417019
39.78,-98.78,222.549909409
37.57,-101.75,12.9885020961
37.26,-97.77,202.004821712
37.39,-97.35,602.297484662
37.02,-97.61,75.4895343483
37.43,-97.39,11.8952001804
37.28,-97.41,949.534490365
39.39,-101.07,185.72394262
39.28,-100.84,87.0123915065
38.80,-99.72,620.297788329
38.90,-100.11,31.9279427468
39.01,-99.87,818.181618824
38.86,-96.11,21.1812537319
39.05,-96.24,88.6433907329
38.90,-101.75,721.337096519
38.91,-101.59,57.4138560362
39.81,-97.06,412.511010728
39.06,-94.90,334.6636834
36.90,-86.12,519.449243976
36.75,-86.23,55.6060757061
36.83,-85.90,342.404940163
39.04,-84.67,567.085373399
37.59,-83.31,756.848805065
37.53,-83.35,155.898059381
37.79,-86.23,126.112784051
37.62,-86.50,627.800599935
38.05,-85.62,71.7948446429
37.23,-86.69,640.555197602
36.61,-88.31,265.27844918
38.34,-83.10,803.02151246
37.09,-87.50,619.089531286
36.67,-87.56,891.476396122
37.27,-83.65,528.726424195
38.22,-83.14,686.164949647
38.10,-83.12,679.558175907
37.83,-84.03,939.995262025
38.04,-84.61,63.0545158254
38.45,-83.74,704.986978078
36.58,-88.94,841.366322613
38.49,-83.02,669.660677254
37.89,-86.91,881.615862652
36.86,-83.33,815.555836315
36.99,-82.99,541.482142756
36.81,-83.31,114.766789264
37.76,-87.65,51.192924223
38.18,-85.74,222.28186494
38.11,-85.64,893.166788667
37.82,-82.79,123.53291941
36.88,-83.88,506.963707055
37.63,-83.72,967.364500008
37.09,-82.99,406.939882437
37.12,-82.83,247.536982645
36.76,-88.14,688.397000982
37.87,-82.52,780.567638358
37.06,-88.77,360.391698604
37.07,-88.77,228.894854055
37.53,-87.27,832.375776589
37.96,-86.12,804.293519294
37.02,-85.70,149.310125504
38.06,-83.93,169.198118611
37.36,-83.77,603.621125065
37.25,-83.18,404.523407171
37.40,-82.23,358.233937812
37.53,-82.58,173.59914612
37.48,-82.52,29.0025969357
37.86,-83.92,427.232159728
37.86,-83.90,109.08290999
37.12,-84.62,526.387329734
37.35,-84.34,28.3524927186
38.12,-83.53,115.098967351
38.19,-83.47,761.875985485
37.01,-85.06,616.894700725
37.00,-86.43,330.735049435
36.96,-86.42,634.956172266
37.40,-87.76,363.827300091
37.74,-83.64,439.39113481
30.07,-91.03,1.89303093923
32.55,-92.92,606.943204398
32.35,-93.20,911.987216123
32.36,-93.14,854.930790453
32.45,-93.84,555.019539839
32.91,-93.80,749.939110219
32.42,-93.64,570.010886961
32.35,-93.86,402.173028444
32.71,-93.96,767.041425305
32.45,-93.82,36.9501848572
32.52,-93.74,399.309492927
32.39,-93.78,167.367383331
32.45,-93.84,201.22350961
30.12,-93.23,547.210907804
32.17,-92.11,470.086441608
31.48,-91.86,161.979613768
31.97,-94.00,611.054797041
30.42,-91.13,716.049537647
30.54,-91.15,276.72859657
29.99,-90.25,271.301410602
29.91,-90.03,46.3940170931
30.20,-92.66,292.999956934
30.22,-92.07,71.9293588232
30.20,-91.99,45.4592304325
32.35,-91.03,376.833360752
31.81,-93.09,872.900371643
32.49,-92.03,681.330267869
32.52,-92.04,949.111354323
31.25,-92.45,320.297938481
31.39,-92.72,29.9143661107
31.51,-93.62,660.021797253
31.20,-93.57,742.870441
30.47,-90.04,434.190139593
32.78,-92.41,669.002993445
29.79,-92.20,170.319109664
32.61,-93.29,95.9317129377
41.66,-69.96,962.002584896
41.71,-70.47,709.883912263
41.53,-70.66,87.7985821137
41.99,-71.17,648.666976755
41.39,-70.52,464.463012276
42.59,-70.84,803.226678511
42.75,-71.04,534.983907335
42.70,-71.17,611.994417496
42.50,-70.86,156.075072308
42.59,-71.02,678.643530662
42.86,-70.90,528.026290255
42.57,-72.60,52.5584084414
42.45,-72.53,493.914896681
42.44,-72.55,668.757137389
42.09,-72.80,544.964311697
42.39,-72.54,144.76388148
42.28,-72.35,606.309819928
42.26,-72.25,408.690700191
42.39,-72.92,975.192422321
42.64,-71.36,735.905781356
42.43,-71.44,612.456743753
42.21,-71.11,437.1274209
42.08,-71.24,567.490067843
42.08,-71.41,501.604225841
42.16,-71.25,3.22055739056
41.95,-70.96,647.407413835
42.05,-71.00,556.887677468
41.77,-70.67,903.691844519
42.23,-70.91,909.501021638
41.88,-70.91,958.335526612
41.78,-70.92,973.1739545
42.36,-71.01,579.670412239
42.62,-71.92,961.195691068
42.66,-71.94,136.151659396
42.43,-72.03,54.6308633548
42.63,-72.12,250.580689417
42.12,-71.91,285.943356993
42.11,-72.13,722.028083903
42.35,-72.15,361.665084329
42.16,-71.51,687.034727797
42.11,-71.68,620.612594772
42.64,-72.22,143.559326785
42.27,-71.87,124.598801837
39.64,-78.76,928.152929999
39.66,-78.94,724.380653203
39.17,-76.68,955.340024496
39.35,-76.65,131.197175122
38.32,-76.45,561.098355915
39.72,-76.80,347.06444551
38.94,-77.11,750.224042561
38.91,-76.97,143.097192074
39.68,-77.29,166.938667579
39.41,-79.40,630.595743305
39.51,-79.14,196.012985303
39.52,-79.41,104.715086012
39.47,-76.17,380.487843805
39.66,-76.18,39.9151640216
39.19,-77.01,604.564755327
39.26,-77.23,360.836069596
39.03,-76.93,923.447234916
38.79,-76.99,722.330651343
38.85,-76.77,755.520465874
38.98,-76.34,704.175986188
38.46,-76.70,135.554628043
38.71,-76.19,624.7445767
39.40,-77.72,860.160312292
39.61,-77.85,499.62647017
38.34,-75.51,763.144001809
43.99,-70.06,802.093036414
44.47,-70.16,239.610800613
44.01,-70.36,167.629195051
44.28,-70.26,47.9924204561
46.43,-67.84,386.230510775
46.87,-68.02,474.340717716
47.24,-68.61,825.943120402
46.21,-67.84,529.069177446
46.65,-68.01,634.731550239
47.17,-67.94,603.716286578
44.07,-70.75,121.932168551
43.89,-70.25,782.980959535
43.65,-70.30,766.673115457
43.86,-70.47,754.943918733
45.22,-70.48,710.503681466
44.69,-70.16,685.277303345
44.64,-70.00,660.172159655
44.83,-70.39,191.797547187
44.99,-70.67,135.461078121
44.32,-69.80,562.738644274
44.53,-69.65,526.448455434
44.19,-69.15,303.405151904
44.65,-70.79,547.550856718
44.37,-70.32,646.547225284
44.49,-70.66,727.842490219
44.80,-68.82,58.6125755795
44.80,-68.81,627.201869167
44.92,-69.24,325.475185358
44.92,-69.05,166.159764076
45.64,-68.67,610.067114322
46.49,-69.29,312.058546958
45.19,-69.18,42.6228312962
45.14,-69.28,466.529162513
43.93,-69.86,808.698282239
45.66,-69.81,85.84591234
44.95,-69.55,992.908553691
45.63,-70.26,793.872673602
45.59,-69.72,6.30570355684
45.89,-69.96,338.082987686
45.18,-67.77,703.822721422
44.72,-67.45,263.79096313
45.09,-67.12,665.561894545
45.44,-67.72,359.352414051
45.16,-67.40,138.349295911
43.24,-70.63,954.885462248
43.10,-70.77,425.384105249
43.65,-70.67,365.480171884
43.36,-70.47,381.210654637
43.46,-70.78,132.395128289
44.54,-83.70,681.684231842
44.68,-83.28,498.34168988
46.34,-86.92,519.019337347
46.41,-86.66,854.318006945
45.16,-83.59,283.223519284
45.07,-83.56,605.181433572
45.06,-83.43,962.417828473
46.64,-88.48,568.524595625
46.80,-88.60,913.577821618
46.82,-88.61,325.295916711
46.67,-88.38,224.569498335
46.55,-88.18,515.367884227
46.51,-88.67,258.603318231
42.64,-85.29,489.830509834
43.63,-84.02,139.844788842
44.53,-86.13,165.740273412
44.65,-86.21,854.543900488
41.84,-86.27,575.821667776
42.00,-86.52,68.5357472819
41.96,-84.99,68.8030276917
42.37,-85.27,332.347463711
41.99,-86.13,383.539212074
45.17,-84.91,648.141689792
45.32,-85.27,231.251313006
45.69,-85.55,918.647359589
45.65,-84.47,347.080968477
46.00,-83.90,472.602203647
46.19,-84.32,775.098997466
46.49,-84.41,918.714351135
46.48,-84.36,449.373938352
46.60,-85.22,473.160550048
46.75,-84.98,698.620116437
42.78,-84.58,488.118323436
43.01,-84.55,9.98723444356
45.55,-87.26,733.95322406
45.90,-86.55,401.71272651
45.88,-87.09,720.676899414
45.84,-87.04,635.547718042
45.87,-86.95,706.277111304
45.79,-88.08,271.412398185
44.55,-84.83,631.162059203
42.52,-84.65,945.93285186
42.76,-84.76,890.937382479
45.37,-84.98,580.928951176
45.36,-84.95,419.268165978
43.07,-83.59,510.700294575
43.04,-83.77,51.1583325607
42.97,-83.75,178.613512485
42.92,-83.51,501.79327313
42.81,-83.80,882.137823585
43.98,-84.49,786.631509912
46.47,-90.19,443.940474761
46.22,-89.41,555.182580062
44.74,-85.58,114.599760285
44.76,-85.64,318.976292707
43.39,-84.65,168.410484262
41.94,-84.64,879.244098416
47.01,-88.43,979.039033157
43.81,-82.99,140.940880078
43.92,-83.08,303.426952162
43.83,-82.64,195.699995947
44.05,-82.97,93.0070681355
44.28,-83.50,931.899037315
44.46,-83.72,576.161270013
46.24,-88.45,405.544069872
46.06,-88.63,913.108474159
42.11,-84.21,69.9688093744
42.38,-85.38,817.205436595
44.73,-85.17,797.463127527
44.59,-85.05,754.883126245
44.64,-85.32,677.838897745
42.88,-85.52,783.492512851
47.29,-88.42,996.716283716
43.90,-85.85,778.11149338
43.06,-83.36,763.168261292
43.06,-83.31,906.237280321
44.85,-85.84,585.557783915
45.13,-85.65,347.691469467
44.88,-85.68,954.534401256
41.92,-84.02,842.971465316
41.72,-84.21,225.615773237
42.00,-83.93,97.9143735111
42.03,-84.11,275.098516284
42.43,-83.99,872.400757318
42.58,-83.68,99.2156346593
42.44,-83.78,593.759260647
46.33,-85.50,562.602996031
46.13,-85.57,661.246987381
45.99,-84.84,930.462865334
45.85,-84.70,278.169069153
42.88,-82.80,580.625639368
44.23,-85.96,710.117057958
44.26,-85.94,845.072364746
46.08,-87.49,845.287658192
46.83,-87.75,843.36238385
46.50,-87.85,788.776412346
46.45,-87.30,604.737860532
46.49,-87.35,735.301620557
46.55,-87.38,220.139586891
46.53,-87.55,861.440266322
43.93,-86.25,899.391798345
43.71,-85.48,35.4243823352
45.47,-87.68,688.989863905
45.11,-87.61,15.981212432
43.61,-84.20,280.642098701
43.61,-84.53,98.9377487368
44.31,-84.89,772.756426135
44.31,-85.20,304.387360508
42.06,-83.44,282.115340192
41.96,-83.65,179.841850021
42.08,-83.68,408.091434197
41.91,-83.42,290.295689247
41.95,-83.28,322.888789179
44.99,-84.16,817.492458253
43.17,-86.24,844.896620386
43.45,-86.03,765.226538583
42.47,-83.36,682.347928687
42.64,-83.26,735.503267105
42.54,-83.34,343.83696046
43.67,-86.42,950.563937832
44.42,-84.02,142.221118477
44.25,-84.20,877.677778529
46.59,-89.55,391.402962401
46.87,-89.10,454.575682614
44.65,-84.12,926.513580592
45.03,-84.68,112.14135952
44.91,-84.72,501.674941818
45.17,-84.44,873.772490196
43.06,-86.20,677.011627975
42.80,-86.20,549.070213289
45.41,-84.22,878.597994202
45.41,-83.81,975.07254811
44.37,-84.69,647.645515588
44.36,-84.67,433.638671027
43.19,-84.11,909.198049289
43.32,-83.72,891.25897317
43.42,-83.29,647.948898155
43.41,-83.96,160.920215552
43.42,-84.06,180.620779021
43.53,-84.08,953.354724757
43.26,-82.53,20.0568108282
43.42,-82.82,430.862079581
45.92,-86.44,944.574317048
45.95,-86.25,604.653504054
43.00,-84.07,374.117486447
42.93,-83.99,10.2135256787
43.02,-84.18,546.230321701
42.62,-82.54,209.91863154
42.98,-82.42,480.102630116
43.14,-82.80,562.331106654
41.93,-85.64,765.089921925
43.48,-83.39,619.903672178
43.59,-83.18,758.639569626
43.28,-83.48,379.550579993
43.37,-83.58,650.463976655
42.38,-85.96,626.210243086
42.40,-86.28,233.288203469
42.24,-83.69,747.318734441
42.29,-83.71,850.302693184
42.33,-84.01,455.257802531
42.15,-84.02,704.548979252
42.16,-83.78,268.315592955
42.12,-83.82,783.383256629
42.32,-83.24,349.913494785
42.35,-83.17,384.76993617
42.23,-83.33,499.31151948
42.41,-82.89,126.83980065
42.20,-83.17,634.986527778
44.23,-85.42,884.635900404
46.32,-93.50,696.967302606
46.80,-93.32,574.348924056
46.96,-95.65,999.467026296
47.54,-94.83,802.832016009
48.23,-95.25,929.4844662
48.21,-94.39,131.569891649
45.76,-94.21,597.291640354
45.38,-96.15,521.460050335
45.31,-96.43,602.055364818
43.88,-94.17,846.769472206
46.70,-92.53,478.15328931
46.44,-92.76,465.395537839
46.68,-92.95,834.954028661
44.85,-93.56,772.706965118
44.81,-93.63,801.414538104
47.38,-94.61,717.761321699
46.41,-94.36,194.188924005
47.25,-94.22,114.313714174
45.12,-95.93,395.493761696
45.34,-92.91,903.351494519
45.52,-92.75,190.09503422
47.08,-96.78,272.061328754
46.89,-96.75,198.184974616
47.23,-97.19,996.760611011
47.75,-90.36,990.734277058
47.97,-89.69,132.14519264
48.16,-90.88,592.352542436
43.86,-95.12,236.559405268
46.34,-94.21,294.6869075
46.67,-94.11,609.957240916
44.76,-92.87,613.070259432
44.72,-93.10,161.203420421
45.93,-95.37,177.684998807
43.62,-94.09,248.065094459
43.54,-93.84,196.521064071
43.75,-93.74,597.189065725
43.76,-94.17,654.281530414
43.72,-91.97,87.0286231246
43.67,-92.07,288.604008262
43.81,-91.75,919.289192507
43.69,-92.39,143.057873719
43.61,-93.30,742.477832566
44.57,-92.53,788.469987571
44.61,-92.61,204.901022317
44.30,-92.67,843.959645712
44.98,-93.25,693.852352068
44.88,-93.23,305.296426191
45.01,-93.38,662.267918143
43.63,-91.50,292.083594198
43.61,-91.62,354.547250719
47.24,-93.50,302.754725746
47.84,-94.26,665.651299798
47.25,-93.59,517.113599168
47.43,-94.06,294.825987177
43.70,-95.15,789.182920018
45.88,-93.31,905.361243373
45.16,-95.04,174.741326009
48.62,-93.90,615.012664572
48.56,-93.40,317.131546431
44.93,-96.04,686.340546801
45.00,-96.17,511.644883093
44.93,-95.75,267.775647261
47.98,-91.46,748.514436741
47.59,-91.65,969.793143721
47.13,-91.71,353.277338067
47.45,-91.22,49.8074006931
48.61,-95.18,355.827473794
44.47,-95.79,77.448246818
44.56,-96.00,957.344121488
44.24,-95.63,336.427226675
48.30,-95.98,457.514836665
43.63,-94.77,544.070645126
44.73,-94.34,291.452829542
44.86,-94.05,274.421648114
45.08,-94.31,405.498399485
45.13,-94.53,892.704553115
45.75,-93.66,246.120823451
46.07,-93.67,596.22990729
43.65,-92.97,457.515369977
43.70,-92.56,364.811102674
44.00,-95.96,911.851492446
43.65,-95.58,19.9020631983
47.30,-96.52,511.242415111
44.09,-92.64,981.110836123
44.10,-92.27,753.440789913
43.93,-92.47,960.484138218
43.90,-92.49,824.282300281
46.51,-95.38,354.269241558
46.43,-95.55,316.743860182
46.30,-92.54,277.524800408
44.01,-96.33,294.980347182
47.80,-96.60,904.831329165
45.66,-95.44,520.462987829
44.93,-93.15,47.1603274321
44.98,-93.18,488.329082086
45.05,-93.10,800.13862179
47.89,-96.27,457.769905132
44.24,-95.32,663.709832445
44.55,-95.10,510.500642967
44.51,-95.41,723.851635653
44.31,-93.27,641.194981372
44.65,-93.64,501.640332637
45.31,-93.58,265.778560851
45.55,-93.76,818.264930147
45.54,-94.05,335.016721818
44.56,-94.22,18.3744739739
47.25,-91.86,651.54588138
47.89,-92.53,617.83418449
47.17,-92.47,570.404939908
46.84,-92.18,370.76018605
47.66,-92.20,553.935033463
47.46,-92.53,195.993357524
46.97,-92.87,849.900928681
47.02,-92.07,147.86394427
48.41,-93.05,379.299115406
48.05,-92.76,566.895943997
47.78,-92.28,5.73042447739
45.58,-94.39,255.389385388
45.35,-94.31,836.307356738
45.68,-94.80,475.266011139
44.10,-93.23,780.712592364
45.59,-95.87,187.49751118
45.32,-95.62,810.117999672
45.96,-94.89,446.073949462
45.59,-96.83,478.187051158
45.81,-96.50,439.83094922
45.86,-96.57,686.823831914
44.44,-92.28,550.28089663
44.28,-92.19,959.022701232
44.39,-92.05,943.164194705
44.07,-93.53,135.322628625
45.05,-92.85,101.502915201
43.99,-94.61,628.749002641
46.48,-96.29,491.611761094
44.06,-92.04,204.202171388
43.87,-91.31,666.037162412
44.16,-91.81,83.615485829
44.09,-91.67,788.549513395
45.04,-93.79,93.3232241808
44.72,-96.27,85.5810907917
44.81,-95.55,421.580358782
40.21,-92.57,150.163657862
39.85,-94.71,382.05187896
40.44,-95.39,190.451929029
39.32,-91.48,24.3504289118
36.58,-94.05,82.3569770374
38.26,-94.40,360.811607457
38.48,-93.26,731.583893633
37.30,-89.97,66.8266020912
38.82,-92.22,567.400799967
38.94,-92.32,808.990493836
39.77,-94.92,915.43619277
36.76,-90.41,327.782488146
39.74,-94.03,805.86030218
39.54,-94.04,448.640459623
38.85,-91.94,731.90798428
39.36,-93.49,339.672043987
39.53,-93.53,121.004433566
38.81,-94.26,599.702492219
38.80,-94.44,786.181503601
37.86,-94.02,459.360753746
37.70,-93.77,480.139109212
39.42,-93.13,361.310033506
39.42,-92.81,978.200058264
39.29,-94.22,403.058329004
39.37,-94.33,196.255720752
39.39,-94.56,624.189000063
38.59,-92.18,481.47236793
38.94,-92.81,857.539586902
37.39,-93.95,407.186902507
37.67,-93.11,460.934071152
40.01,-94.13,422.021990253
39.89,-94.36,369.518319175
39.75,-94.25,930.752862905
37.01,-92.76,591.976714998
36.04,-90.11,247.047988021
36.60,-89.99,873.017112163
38.24,-91.15,404.190100027
38.54,-90.98,629.442709278
38.70,-91.43,893.406564934
38.45,-91.38,526.859663222
40.25,-94.33,120.688505127
37.26,-93.59,63.2298390346
37.24,-93.40,314.939654228
37.24,-93.39,571.398384256
40.25,-93.72,472.234817562
40.08,-93.61,243.318216059
40.26,-94.03,11.6610077137
38.40,-93.77,358.961200019
38.53,-93.53,102.211840988
37.91,-93.32,815.415896618
39.22,-92.85,844.198181191
39.02,-92.76,267.36092941
37.65,-90.69,564.556652816
37.71,-91.13,64.2959615866
39.06,-94.39,779.344108225
38.95,-94.40,278.16253512
37.15,-94.50,343.60053235
38.14,-90.51,51.4978454439
38.23,-90.40,371.130993965
38.87,-94.04,101.956895964
38.87,-93.60,502.445796743
38.78,-93.80,152.179738103
